Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Book Food Kitchen,Noida,"Shop 4, Exotica Fresco, Sector 137, Near Sector 132, Noida",Sector 132,77.40612611,28.5131767,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,1,3.1,Orange,Average,19,India
Breaktym,Noida,"Opposite Gulshan Vivante Entry Gate, Sector 137, Near Sector 132, Noida",Sector 132,77.407635,28.508599,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,1,2.5,Orange,Average,6,India
Chaska By Taste,Noida,"Village Shadra Bansal Market, Near Pass Taira, Sector 132, Noida",Sector 132,77.4132229,28.5070787,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,4,India
Domino's Pizza,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,77.377632,28.5141905,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,2.5,Orange,Average,27,India
Grill King,Noida,"Shop 2, Pavilion Arcade, Jaypee Wish Town. Sector 128, Near, Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,4,India
Moti Mahal Deluxe Advant,Noida,"Advant Towers, Sector 142, Near Sector 132, Noida",Sector 132,77.4102187,28.5007418,"North Indian, Mughlai",1400,Indian Rupees(Rs.),No,No,No,3,2.8,Orange,Average,7,India
Rolling Beans,Noida,"Near Genpact & Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,77.4027519,28.5003041,North Indian,200,Indian Rupees(Rs.),No,Yes,No,1,2.8,Orange,Average,9,India
RollsKing,Noida,"Opposite MetLife Building, Sector 135, Near Sector 132, Noida",Sector 132,77.40179,28.5011578,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,19,India
SnacksWale.com,Noida,"Shop 16, Ground Floor, Paras Tiera, Sector 137, Near Sector 132, Noida",Sector 132,77.4132229,28.5075273,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,8,India
Subway,Noida,"Ground Floor, Tower 2, Plot 7, Advant IT Park, Expressway, Sector 142, Near, Sector 132, Noida",Sector 132,77.4097048,28.5011636,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,2,2.6,Orange,Average,13,India
Super Cake Shop,Noida,"Near Jaypee Hospital, Sector 132, Noida",Sector 132,77.3713463,28.5164185,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,6,India
Aureo Dine & Bake House,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,77.404642,28.4995416,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
B Bawarchi Restaurant,Noida,"Shop 2-3, Opposite Jaypee Cosmos, Near Adobe, Sector 134, Near Sector 132, Noida",Sector 132,77.3799935,28.5177319,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
Brajwasi,Noida,"Shop 4, Chauhan Market, Behind Advant Navis Business Park, Sector 141, Near Sector 132, Noida",Sector 132,0.0,0.0,North Indian,500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Cafe Coffee Day,Noida,"Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,77.4038963,28.4995663,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Cafe Coffee Day,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,77.3778001,28.5137081,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Cafe Lounge,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Sector 132,0.0,0.0,"Cafe, Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Cafe Treat,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Italian, Continental",450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Casa Bake,Noida,"Shop 11, UG, Supertech Ecociti, Sector 137, Near, Sector 132, Noida",Sector 132,0.0,0.0,Bakery,700,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
China Town,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,77.4027231,28.500375,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Costa Coffee,Noida,"Jaypee Hospital, Wish Town, Gautam Buddha Nagar, Sector 128, Near Sector 132, Noida",Sector 132,77.3681524,28.5255885,Cafe,600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Delhi Foods,Noida,"F-3, 1st Floor, G Mart, Near Jaypee Hospital, Sector 128, Near Sector 132, Noida",Sector 132,77.3715165,28.5164422,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Deli Chic,Noida,"Shop 11, Lower Ground Floor, Paramount Florence Plaza, Sector 137, Near Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Delicacies,Noida,"Paramount Floraville, Sector 137, Near, Sector 132, Noida",Sector 132,77.40778303,28.50763882,Bakery,500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Kanha Ji Sweets & Restaurant,Noida,"Shop 17, Chauhan Market, Sector 141, Near Sector 132, Noida",Sector 132,77.413852,28.505174,"Mithai, North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Little China,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,77.4028201,28.4996449,Chinese,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Lola's Cafe,Noida,"Paras Tiera, Sector 137, Near Sector 132, Noida",Sector 132,77.4132861,28.5074131,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Madras Coffee House,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,77.4043548,28.4990685,Beverages,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Moju Juice Bar,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,77.4026739,28.500282,Beverages,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Peniel Restaurant,Noida,"Near Jaypee Hospital, Sector 132, Noida",Sector 132,77.3712923,28.5164659,South Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Pizza Key,Noida,"Near Sri Ram School, Sector 135, Near Sector 132, Noida",Sector 132,77.3734774,28.5161937,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,3,India
Sandoz,Noida,"Shop 3, Upper Ground Floor, Supertech Mart, Sector 137, Near, Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Subway,Noida,"Plot 20/21, Unit 3, Amenity Block, Sector 135, Near Sector 132, Noida",Sector 132,0.0,0.0,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Tandoori Mystery,Noida,"B-4, Urbtech Matrix Tower, Sector 132, Noida",Sector 132,77.37313192,28.51524439,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Taste of Punjab,Noida,"Chauhan Market, Sector 137, Near Sector 132, Noida",Sector 132,77.4141288,28.5046715,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Tea Nation,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,77.3777963,28.513978,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
The Corporate Kitchen,Noida,"Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Royal Kitchen,Noida,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida",Sector 132,77.413356,28.5078125,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Tpot,Noida,"Ground Floor, Urbtech Matrix Towers, Opposite Jaypee  Hospital, Sector 132, Noida",Sector 132,77.3732546,28.5152596,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Wild Chef House,Noida,"Urbtech Matrix, Opposite JP Hospital, Sector 132, Noida",Sector 132,77.3730864,28.5151994,"Continental, Chinese, North Indian, Indian",500,Indian Rupees(Rs.),No,Yes,No,2,0.0,White,Not rated,3,India
DIOS The Neighbourhood Bistro,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,77.3778856,28.5138115,"Continental, Fast Food, Italian",1300,Indian Rupees(Rs.),Yes,No,No,3,4.2,Green,Very Good,108,India
Cake n Flower,Noida,"Shop 4, CDR Complex, Sector 15, Noida",Sector 15,77.3145385,28.5811942,Bakery,150,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,7,India
Dilli 6,Noida,"The Residency Hotel, Priya Gold Building, Naya Bans, Sector 15, Noida",Sector 15,77.3138576,28.5818951,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,2,2.8,Orange,Average,84,India
Food Bell,Noida,"Shersingh Market, Naga Bans, Sector 15, Noida",Sector 15,77.3141014,28.5814426,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,6,India
Kalpana Hotel,Noida,"Opposite Priya Gold Biscuits Factory, Naya Bans, Sector 15, Noida",Sector 15,77.314,28.5817708,North Indian,200,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Sagar Dhaba,Noida,"Sher Singh Market, Naya Bans, Sector 15, Noida",Sector 15,77.3141279,28.5815304,North Indian,350,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,27,India
Shree Balaji Shudh Vaishno Hotel,Noida,"Naya Bans, Sector 15, Noida",Sector 15,77.3142692,28.5802723,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,5,India
Shree Rathnam,Noida,"R1, 2 & 4, Gulmohar Shopping Complex, Sector 15 C, Sector 15, Noida",Sector 15,77.3119452,28.5832846,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,2,3.3,Orange,Average,57,India
Simran's Cake Studio,Noida,"D Block, Sector 15, Noida",Sector 15,77.3104224,28.5820794,Bakery,250,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,23,India
Sweet Cake,Noida,"Shop 320, Nayabar, Sector 15, Noida",Sector 15,77.3127883,28.5826872,Bakery,300,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,10,India
The Cake Xpress,Noida,"CDR Complex, Sector 15, Noida",Sector 15,77.3144579,28.5812215,"Bakery, Desserts",250,Indian Rupees(Rs.),No,Yes,No,1,3.0,Orange,Average,43,India
The Chef,Noida,"5, Block 331 A, Gulmohar Market, Sector 15-A Market, Sector 15, Noida",Sector 15,77.310934,28.5773817,"North Indian, Mughlai, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,2.7,Orange,Average,8,India
The Flying Pan,Noida,"201, Sector 15, Noida",Sector 15,77.3137449,28.58180043,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,12,India
Wrapster,Noida,"Near Astha Medicos, B Block Market, Sector 15, Noida",Sector 15,77.3100508,28.5821145,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,48,India
Getafix Petit,Noida,"Sports & Cultural Club, Sector 15, Noida",Sector 15,77.3075696,28.5784806,"Healthy Food, Juices",700,Indian Rupees(Rs.),No,Yes,No,2,3.5,Yellow,Good,14,India
Lawn Bistro,Noida,"12, Rajnigandha Market, Sector 15-A, Near Sector 15, Noida",Sector 15,77.3084223,28.5789682,"North Indian, Chinese, Thai, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.6,Yellow,Good,328,India
Cake N Gifts,Noida,"CDR Complex, Sector 15, Noida",Sector 15,0.0,0.0,Bakery,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Cheese Pizza,Noida,"B Block Market, Sector 15, Noida",Sector 15,77.3101406,28.5822126,Pizza,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Divya Hotal,Noida,"Naya Bans, Sector 15, Noida",Sector 15,77.3146798,28.5806262,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Green Valley Chinese Food,Noida,"Alka Cinema, Near Sai Mandir, Sector 15, Noida",Sector 15,77.312979,28.58206,Chinese,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Hooting Owl Cafe,Noida,"97, B Block Market, Sector 15, Noida",Sector 15,77.3101406,28.582123,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Jaak Foods,Noida,"Below MK Residency, Nayabans, Opposite  Sai Mandir, Sector 15, Noida",Sector 15,77.31239598,28.58226269,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Kaka Restaurant,Noida,"S.R. Complex, Naya Bans, Sector 15, Noida",Sector 15,77.3147473,28.5807004,"Mughlai, North Indian",450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
KC Bakers,Noida,"Shop 7, Gali 1, Sector 15, Noida",Sector 15,0.0,0.0,Bakery,350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
KC Bakery,Noida,"Gail 1, Naya Bans, Sector 15, Noida",Sector 15,77.3127435,28.5827278,Bakery,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Rajan Foods Corner,Noida,"B-97, Shop 4, Sector 15, Noida",Sector 15,77.3102284,28.5822693,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Sagar Dhaba,Noida,"Yadav Complex, Nayabans, Sector 15, Noida",Sector 15,77.314359,28.5801911,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Sarfira,Noida,"B Block Market, Sector 15, Noida",Sector 15,0.0,0.0,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Shama Chicken Corner,Noida,"Sangam Guest House, Nayabans, Sector 15, Noida",Sector 15,77.314,28.5816812,Mughlai,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Yummy Kitchen,Noida,"Bhagmal Complex, Naya Bans, Sector 15, Noida",Sector 15,77.3145418,28.5805304,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Barista,Noida,"A 5, Ground Floor, Atrium, Sector 16, Noida",Sector 16,77.3156097,28.5793172,Cafe,650,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,22,India
Divine Curries,Noida,"FC 23, Film City Noida, Sector 16 A, Near, Sector 16, Noida",Sector 16,77.31759,28.5707246,"North Indian, Chinese, South Indian",700,Indian Rupees(Rs.),No,Yes,No,2,3.0,Orange,Average,31,India
Moon Bite,Noida,"Near Sector 16, Noida",Sector 16,77.31485,28.577722,"North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,1,3.3,Orange,Average,13,India
Subway,Noida,"Ground Floor, Savoy Suites, Near Metro Station, Sector 16, Noida",Sector 16,77.31558178,28.58129376,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,55,India
Hurry's Paratha,Noida,"Road 1-B, Lt. Vijayant Thapar Marg, Near Sector 16 Metro Station, Sector 16, Noida",Sector 16,77.3169908,28.5792232,North Indian,200,Indian Rupees(Rs.),No,Yes,No,1,3.5,Yellow,Good,45,India
McDonald's,Noida,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,77.3157052,28.5801391,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,135,India
Cafe Coffee Day,Noida,"IT Towers, Plot 24, Sector 16-A, Near Sector 16, Sector 16, Noida",Sector 16,0.0,0.0,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Dunkin' Donuts,Noida,"Corporate Office, Jubilant Life Sciences Limited, Plot 1A, Sector 16, Noida",Sector 16,0.0,0.0,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
Green Chilli Fast Food,Noida,"Near Night Stay Hotel, Sector 16, Noida",Sector 16,77.313817,28.5788612,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Street Food Corner,Noida,"Opposite Gate 2, Sector 16 Metro Station, Sector 16, Noida",Sector 16,77.317657,28.5776606,Chinese,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Barbeque Nation,Noida,"A-79-A, Ground Floor, Hotel Savoy Suites, Sector 16, Noida",Sector 16,77.3153216,28.5801189,"North Indian, Chinese, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,3,4.3,Green,Very Good,1670,India
Aggarwal,Noida,"B-1/3, Near Sector 18 Metro Station, Sector 18, Noida",Sector 18,77.32593108,28.57081133,"South Indian, Chinese, Street Food, Mithai",400,Indian Rupees(Rs.),No,Yes,No,1,3.3,Orange,Average,61,India
Anchor Bar & Kitchen,Noida,"C-26/27, Sector 18, Noida",Sector 18,77.32504863,28.57064084,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,No,3,2.5,Orange,Average,106,India
Basil Tree,Noida,"G-43 & 44, Main Market, Near Radisson Hotel, Sector 18, Noida",Sector 18,77.32310604,28.56861001,"Italian, North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,No,3,3.4,Orange,Average,431,India
Bon Bon Pastry Shop,Noida,"F-1, Sector 18, Noida",Sector 18,77.32418898,28.57158307,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,213,India
BSGulati's Punjabi Swad,Noida,"G-8/3, Savitri Market, Sector 18, Noida",Sector 18,77.32611079,28.57044385,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,2,2.5,Orange,Average,357,India
Cafe-18,Noida,"G-27, Savitri Market, Sector 18, Noida",Sector 18,77.32660197,28.56988852,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,2.5,Orange,Average,103,India
Chandni Chowk Ke Mashhoor Paranthe,Noida,"G-24B, Savitri Market, Sector 18, Noida",Sector 18,77.32660867,28.56997273,North Indian,100,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,30,India
Cheenos,Noida,"P-11, 2nd & 3rd Floor, Above Sony Centre, Sector 18, Noida",Sector 18,77.32454438,28.56857349,"American, Italian",1500,Indian Rupees(Rs.),Yes,No,No,3,2.6,Orange,Average,521,India
Gola Sizzlers,Noida,"K-4, 1st Floor, Ocean Heights, Sector 18, Noida",Sector 18,77.3235295,28.57113316,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),Yes,No,No,3,3.3,Orange,Average,198,India
Hira Sweets,Noida,"B-13, Sector 18, Noida",Sector 18,77.32480153,28.57024863,"Mithai, North Indian, South Indian, Street Food, Chinese",600,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,36,India
Karim's,Noida,"G-40, Mughal Palace, Sector 18, Noida",Sector 18,77.32365757,28.56926546,"Mughlai, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,3,3.3,Orange,Average,446,India
KFC,Noida,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida",Sector 18,77.32496414,28.56876577,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,2,2.7,Orange,Average,608,India
Khan's Kathi Rolls,Noida,"G-24-26, Savitri Market, Sector 18, Noida",Sector 18,77.32669149,28.56992385,"North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,76,India
Nathu's Sweets,Noida,"G-63, Mansarover Shopping Complex, Sector 18, Noida",Sector 18,77.3242832,28.56889916,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,No,2,2.5,Orange,Average,211,India
Nawabi Mughlai Zaika,Noida,"Sector 18, Noida",Sector 18,77.325204,28.57099,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,2,3.3,Orange,Average,19,India
Nite Bites,Noida,"Sector 18, Noida",Sector 18,77.332893,28.597824,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,68,India
Nizam's Kathi Kabab,Noida,"C-18, Sector 18, Noida",Sector 18,77.32458662,28.57071651,"North Indian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,2,3.0,Orange,Average,139,India
NSD Resto Bar & Kitchen,Noida,"D-2C, Basement Level, Sector 18 Market, Sector 18, Noida",Sector 18,77.32406242,28.57151907,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,No,3,2.6,Orange,Average,19,India
PS Wah Bhai Wah,Noida,"B-1/6, Ground Floor, Near Metro Station, Sector 18, Noida",Sector 18,77.32570108,28.57088023,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,2,2.6,Orange,Average,89,India
Sagar Ratna,Noida,"49-50, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,77.32221387,28.5721275,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,277,India
Sbarro,Noida,"G-23, Sector 18, Noida",Sector 18,77.3243117,28.57015824,"Pizza, Italian",600,Indian Rupees(Rs.),No,Yes,No,2,3.3,Orange,Average,97,India
Swag & Swad,Noida,"Near Sector 18, Noida",Sector 18,77.322001,28.570049,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,19,India
The Fizz,Noida,"N-7, Opposite Axis Bank, Sector 18, Noida",Sector 18,77.32313555,28.57225971,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,3,3.2,Orange,Average,80,India
The Kitchen,Noida,"Shop G-25, Savitri Market, Captain Vijyant Thapar Marg, Pocket A, Sector 18, Noida",Sector 18,77.3264863,28.57003427,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,Yes,No,1,3.2,Orange,Average,47,India
Twenty Four Seven,Noida,"1-2, D Block, Sector 18, Noida",Sector 18,77.32466508,28.57117762,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,45,India
Vinny's Restro Bar,Noida,"B-10, Sector 18, Noida",Sector 18,77.32512441,28.57073654,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,No,3,3.2,Orange,Average,37,India
Walk In The Woods,Noida,"P-18, Sector 18, Noida",Sector 18,77.324447,28.569182,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,3,3.0,Orange,Average,203,India
Xiian,Noida,"G-45, Sector 18 Market, Sector 18, Noida",Sector 18,77.3233803,28.5688017,"Italian, Continental, North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,3,3.4,Orange,Average,286,India
Zest Bar and Lounge,Noida,"K-24, Near HSBC Bank, Sector 18, Noida",Sector 18,77.32295919,28.57206302,"Finger Food, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,3,3.4,Orange,Average,223,India
